DATE,moh_icu_current_covid,moh_icu_current_covid_vented,moh_hospitalizations,moh_icu_crci_total,moh_icu_crci_total_vented,moh_icu_former_covid,moh_icu_former_covid_vented
2022-06-18,9,3,83,20,8,11,5
2022-06-19,9,3,88,20,7,11,4
2022-06-20,10,4,81,20,10,10,6
2022-06-21,11,2,86,20,6,9,4
2022-06-22,13,2,87,22,6,9,4
2022-06-23,13,3,99,22,8,9,5
2022-06-24,10,2,89,18,6,8,4
2022-06-25,11,3,92,19,7,8,4
2022-06-26,10,3,94,18,7,8,4
2022-06-27,10,2,85,17,3,7,1
2022-06-28,11,4,116,17,6,6,2
2022-06-29,13,3,116,19,5,6,2
2022-06-30,12,4,167,19,6,7,2
2022-07-01,10,5,141,17,7,7,2
2022-07-02,11,4,149,16,6,5,2
2022-07-03,10,3,162,15,5,5,2
2022-07-04,16,3,158,23,5,7,2
2022-07-05,19,4,160,26,6,7,2
2022-07-06,20,2,189,26,5,6,3
2022-07-07,19,3,213,23,6,4,3
2022-07-08,14,4,199,18,7,4,3
2022-07-09,15,6,206,19,9,4,3
2022-07-10,18,5,219,22,8,4,3
2022-07-11,20,6,245,23,9,3,3
2022-07-12,24,6,251,27,9,3,3
2022-07-13,26,9,278,30,12,4,3
2022-07-14,29,11,302,35,15,6,4
2022-07-15,26,12,284,32,15,6,3
2022-07-16,24,10,309,31,14,7,4
2022-07-17,29,10,346,37,15,8,5
2022-07-18,33,9,366,40,14,7,5
2022-07-19,32,12,366,38,16,6,4
2022-07-20,34,12,414,40,16,6,4
2022-07-21,32,11,405,38,15,6,4
2022-07-22,28,10,372,33,13,5,3
2022-07-23,27,9,390,32,11,5,2
2022-07-24,25,9,413,30,12,5,3
2022-07-25,27,11,407,33,14,6,3
2022-07-26,30,11,401,36,14,6,3
2022-07-27,31,11,394,36,12,5,1
2022-07-28,33,13,395,38,15,5,2
2022-07-29,38,16,353,44,18,6,2
2022-07-30,39,14,355,43,16,4,2
2022-07-31,43,13,370,47,14,4,1
2022-08-01,43,10,383,46,11,3,1
2022-08-02,39,11,375,42,12,3,1
2022-08-03,37,13,359,41,14,4,1
2022-08-04,37,15,340,42,16,5,1
2022-08-05,32,13,310,36,14,4,1
2022-08-06,34,14,310,39,16,5,2
2022-08-07,31,15,345,35,18,4,3
2022-08-08,34,14,324,39,17,5,3
2022-08-09,33,10,334,38,13,5,3
2022-08-10,36,12,339,41,15,5,3
2022-08-11,34,12,339,41,14,7,2
2022-08-12,33,12,286,40,13,7,1
2022-08-13,33,15,301,40,16,7,1
2022-08-14,28,13,314,36,14,8,1
2022-08-15,33,10,329,43,16,10,6
2022-08-16,33,9,336,42,14,9,5
2022-08-17,29,8,323,38,12,9,4
2022-08-18,27,10,319,35,15,8,5
2022-08-19,28,11,277,37,19,9,8
2022-08-20,31,10,300,42,18,11,8
2022-08-21,30,8,349,41,14,11,6
2022-08-22,30,10,307,39,16,9,6
2022-08-23,26,7,303,36,12,10,5
2022-08-24,24,8,317,35,12,11,4
2022-08-25,19,9,299,29,13,10,4
2022-08-26,17,6,266,27,12,10,6
2022-08-27,19,8,258,30,14,11,6
2022-08-28,20,8,289,32,15,12,7
2022-08-29,23,9,297,34,17,11,8
2022-08-30,23,9,301,35,17,12,8
2022-08-31,20,7,280,32,12,12,5
2022-09-01,22,11,280,34,16,12,5
2022-09-02,25,11,250,37,16,12,5
2022-09-03,27,11,242,39,16,12,5
2022-09-04,27,12,268,38,16,11,4
2022-09-05,30,10,280,39,14,9,4
2022-09-06,31,9,290,40,13,9,4
2022-09-07,30,8,284,38,12,8,4
2022-09-08,30,9,278,37,12,7,3
2022-09-09,28,6,273,34,10,6,4
2022-09-10,27,8,292,35,12,8,4
2022-09-11,23,7,307,32,12,9,5
2022-09-12,21,8,293,31,12,10,4
2022-09-13,26,12,294,36,17,10,5
2022-09-14,30,12,310,42,17,12,5
2022-09-15,34,12,305,45,16,11,4
2022-09-16,31,10,283,40,14,9,4
2022-09-17,28,11,276,36,15,8,4
2022-09-18,32,12,285,43,19,11,7
2022-09-19,31,11,310,42,15,11,4
2022-09-20,30,9,318,38,12,8,3
2022-09-21,28,10,320,37,16,9,6
2022-09-22,25,7,344,35,10,10,3
2022-09-23,27,8,332,35,12,8,4
2022-09-24,30,12,319,37,16,7,4
2022-09-25,34,15,340,41,16,7,1
2022-09-26,33,14,328,43,17,10,3
2022-09-27,32,12,344,41,16,9,4
2022-09-28,35,14,358,44,18,9,4
2022-09-29,37,12,370,45,16,8,4
2022-09-30,40,15,351,47,20,7,5
2022-10-01,36,13,347,43,17,7,4
2022-10-02,35,10,348,43,13,8,3
2022-10-03,41,9,353,50,12,9,3
2022-10-04,39,8,359,48,12,9,4
2022-10-05,39,12,370,50,16,11,4
2022-10-06,33,10,370,44,16,11,6
2022-10-07,32,14,357,41,19,9,5
2022-10-08,27,9,360,36,14,9,5
2022-10-09,29,8,376,38,11,9,3
2022-10-10,35,10,423,43,13,8,3
2022-10-11,34,11,438,42,14,8,3
2022-10-12,33,11,452,39,15,6,4
2022-10-13,35,10,448,40,14,5,4
2022-10-14,32,10,391,39,14,7,4
2022-10-15,35,11,420,41,15,6,4
2022-10-16,43,9,455,49,13,6,4
2022-10-17,38,12,473,44,16,6,4
2022-10-18,33,13,461,42,17,9,4
2022-10-19,33,14,482,42,18,9,4
2022-10-20,35,15,484,42,19,7,4
2022-10-21,38,14,451,46,19,8,5
2022-10-22,45,13,469,53,17,8,4
2022-10-23,35,14,493,43,18,8,4
2022-10-24,34,13,504,42,17,8,4
2022-10-25,35,12,490,44,15,9,3
2022-10-26,29,12,473,37,18,8,6
2022-10-27,27,12,439,35,17,8,5
2022-10-28,27,12,411,36,14,9,2
2022-10-29,25,13,416,33,16,8,3
2022-10-30,24,11,431,32,14,8,3
2022-10-31,28,10,402,36,13,8,3
2022-11-01,28,11,401,36,13,8,2
2022-11-02,27,10,420,36,12,9,2
2022-11-03,32,11,408,40,12,8,1
2022-11-04,34,10,381,42,11,8,1
2022-11-05,35,14,359,44,15,9,1
2022-11-06,37,13,389,46,15,9,2
2022-11-07,34,13,388,43,14,9,1
2022-11-08,31,12,383,40,13,9,1
2022-11-09,28,9,375,37,11,9,2
2022-11-10,23,9,346,30,12,7,3
2022-11-11,28,11,346,33,13,5,2
2022-11-12,28,8,343,34,11,6,3
2022-11-13,25,6,335,32,9,7,3
2022-11-14,22,9,320,28,11,6,2
2022-11-15,21,8,324,27,8,6,0
2022-11-16,20,10,309,27,12,7,2
2022-11-17,24,11,296,33,14,9,3
2022-11-18,25,10,263,34,13,9,3
2022-11-19,24,13,270,33,16,9,3
2022-11-20,25,12,264,33,15,8,3
2022-11-21,27,11,217,34,14,7,3
2022-11-22,29,14,186,37,16,8,2
2022-11-23,26,12,232,35,15,9,3
2022-11-24,25,13,232,34,15,9,2
2022-11-25,29,10,235,35,13,6,3
2022-11-26,33,11,239,36,14,3,3
2022-11-27,32,11,258,35,14,3,3
2022-11-28,28,11,239,30,11,2,0
2022-11-29,28,9,244,30,9,2,0
2022-11-30,25,10,246,28,10,3,0
2022-12-01,24,10,239,27,10,3,0
2022-12-02,30,12,234,33,12,3,0
2022-12-03,29,11,253,31,11,2,0
2022-12-04,30,11,252,32,11,2,0
2022-12-05,27,9,262,30,9,3,0
2022-12-06,24,9,269,27,9,3,0
2022-12-07,21,9,281,25,9,4,0
2022-12-08,22,11,268,27,11,5,0
2022-12-09,22,9,245,27,10,5,1
2022-12-10,20,8,187,25,9,5,1
2022-12-11,21,8,289,26,9,5,1
2022-12-12,24,11,274,27,12,3,1
2022-12-13,20,10,274,23,11,3,1
2022-12-14,22,11,287,25,12,3,1
2022-12-15,25,10,293,29,11,4,1
2022-12-16,22,10,276,27,11,5,1
2022-12-17,23,10,284,29,11,6,1
2022-12-18,29,14,299,33,15,4,1
2022-12-19,27,13,276,32,14,5,1
2022-12-20,26,9,260,30,10,4,1
2022-12-21,26,10,279,30,12,4,2
2022-12-22,25,9,268,28,10,3,1
2022-12-23,25,9,243,28,10,3,1
2022-12-24,25,8,226,28,9,3,1
2022-12-25,23,7,243,26,8,3,1
2022-12-26,22,6,256,28,8,6,2
2022-12-27,25,7,262,32,10,7,3
2022-12-28,26,8,281,35,10,9,2
2022-12-29,28,10,284,38,13,10,3
2022-12-30,29,11,283,35,14,6,3
2022-12-31,32,12,275,39,16,7,4
2023-01-01,29,11,258,35,15,6,4
2023-01-02,31,12,283,38,17,7,5
2023-01-03,33,12,288,39,16,6,4
2023-01-04,32,9,282,38,13,6,4
2023-01-05,36,11,281,41,14,5,3
2023-01-06,28,9,288,33,12,5,3
2023-01-07,29,11,266,35,14,6,3
2023-01-08,34,10,280,42,12,8,2
2023-01-09,30,9,264,37,12,7,3
2023-01-10,28,13,306,34,16,6,3
2023-01-11,31,13,237,36,16,5,3
2023-01-12,34,13,252,38,15,4,2
2023-01-13,33,14,240,37,16,4,2
2023-01-14,31,15,256,35,17,4,2
2023-01-15,33,14,258,38,17,5,3
2023-01-16,30,11,241,35,14,5,3
2023-01-17,30,14,241,36,17,6,3
2023-01-18,32,15,255,38,18,6,3
2023-01-19,33,13,246,40,15,7,2
2023-01-20,33,11,253,42,12,9,1
2023-01-21,32,10,255,39,11,7,1
2023-01-22,32,12,272,39,13,7,1
2023-01-23,30,11,247,37,14,7,3
2023-01-24,30,13,254,37,16,7,3
2023-01-25,28,11,244,36,14,8,3
2023-01-26,29,11,250,36,13,7,2
2023-01-27,24,11,232,29,14,5,3
2023-01-28,27,8,253,33,10,6,2
2023-01-29,26,9,241,32,12,6,3
2023-01-30,29,7,223,35,11,6,4
2023-01-31,28,8,239,33,12,5,4
2023-02-01,24,6,226,29,10,5,4
2023-02-02,20,5,232,25,9,5,4
2023-02-03,17,4,225,21,8,4,4
2023-02-04,19,4,231,24,8,5,4
2023-02-05,21,8,245,25,12,4,4
2023-02-06,19,9,244,24,12,5,3
2023-02-07,19,7,251,23,8,4,1
2023-02-08,19,7,234,23,9,4,2
2023-02-09,18,6,219,21,7,3,1
2023-02-10,22,6,233,25,7,3,1
2023-02-11,19,5,238,22,7,3,2
2023-02-12,20,5,244,25,7,5,2
2023-02-13,20,5,231,26,7,6,2
2023-02-14,19,8,249,22,11,3,3
2023-02-15,18,9,243,20,11,2,2
2023-02-16,15,9,219,17,11,2,2
2023-02-17,14,8,181,17,11,3,3
2023-02-18,12,8,224,16,10,4,2
2023-02-19,12,9,231,14,10,2,1
2023-02-20,16,10,248,18,11,2,1
2023-02-21,17,8,244,18,9,1,1
2023-02-22,16,7,268,17,7,1,0
2023-02-23,19,6,265,20,6,1,0
2023-02-24,19,5,260,20,6,1,1
2023-02-25,20,6,258,24,6,4,0
2023-02-26,22,8,269,26,9,4,1
2023-02-27,22,7,256,25,8,3,1
2023-02-28,19,6,249,22,7,3,1
2023-03-01,19,4,257,22,5,3,1
2023-03-02,18,6,279,21,7,3,1
2023-03-03,16,4,249,18,5,2,1
2023-03-04,13,3,265,15,4,2,1
2023-03-05,14,3,256,16,3,2,0
2023-03-06,17,2,240,19,3,2,1
2023-03-07,17,3,235,19,4,2,1
2023-03-08,19,2,245,21,3,2,1
2023-03-09,19,3,237,21,4,2,1
2023-03-10,23,4,217,25,4,2,0
2023-03-11,24,5,217,27,6,3,1
2023-03-12,23,4,211,26,4,3,0
2023-03-13,23,4,192,26,5,3,1
2023-03-14,20,5,201,22,6,2,1
2023-03-15,19,5,212,22,6,3,1
2023-03-16,17,0,221,20,0,3,0
2023-03-17,16,3,211,19,4,3,1
2023-03-18,23,4,220,25,5,2,1
2023-03-19,23,4,222,25,5,2,1
2023-03-20,22,3,202,24,4,2,1
2023-03-21,23,4,209,26,5,3,1
2023-03-22,22,5,192,25,6,3,1
2023-03-23,23,4,213,27,5,4,1
2023-03-24,19,5,176,23,6,4,1
2023-03-25,21,7,194,25,8,4,1
2023-03-26,19,5,198,23,6,4,1
2023-03-27,17,2,168,25,3,8,1
2023-03-28,15,4,170,22,6,7,2
2023-03-29,14,3,177,19,5,5,2
2023-03-30,13,2,175,17,4,4,2
2023-03-31,10,2,168,14,2,4,0
2023-04-01,8,2,160,14,3,6,1
2023-04-02,11,3,199,16,5,5,2
2023-04-03,9,3,189,14,4,5,1
2023-04-04,9,3,171,14,5,5,2
2023-04-05,10,1,165,15,2,5,1
2023-04-06,12,2,154,17,3,5,1
2023-04-07,11,3,170,16,3,5,0
2023-04-08,12,3,182,17,4,5,1
2023-04-09,13,3,182,18,4,5,1
2023-04-10,14,4,161,20,5,6,1
2023-04-11,12,3,148,18,4,6,1
2023-04-12,11,3,149,15,4,4,1
2023-04-13,15,3,148,19,4,4,1
2023-04-14,14,2,143,18,3,4,1
2023-04-15,14,2,143,18,4,4,2
2023-04-16,14,3,168,18,5,4,2
2023-04-17,15,6,160,18,7,3,1
2023-04-18,16,5,157,20,7,4,2
2023-04-19,15,4,150,19,6,4,2
2023-04-20,14,6,155,19,7,5,1
2023-04-21,16,6,138,21,8,5,2
2023-04-22,19,5,108,24,7,5,2
2023-04-23,19,7,147,23,10,4,3
2023-04-24,21,7,136,25,9,4,2
2023-04-25,18,4,134,23,7,5,3
2023-04-26,15,3,122,21,6,6,3
2023-04-27,14,3,118,19,4,5,1
2023-04-28,15,5,107,21,8,6,3
2023-04-29,16,5,119,22,8,6,3
2023-04-30,17,7,125,22,10,5,3
2023-05-01,17,8,114,20,10,3,2
2023-05-02,16,8,111,18,10,2,2
2023-05-03,16,6,108,18,8,2,2
2023-05-04,12,4,107,17,7,5,3
2023-05-05,14,2,89,18,4,4,2
2023-05-06,15,2,96,19,4,4,2
2023-05-07,15,3,99,18,4,3,1
2023-05-08,13,4,83,15,5,2,1
2023-05-09,13,4,81,16,5,3,1
2023-05-10,12,3,82,15,4,3,1
2023-05-11,11,2,83,13,3,2,1
2023-05-12,9,2,78,11,4,2,2
2023-05-13,10,2,81,12,4,2,2
2023-05-14,11,2,92,13,4,2,2
2023-05-15,8,3,70,10,5,2,2
2023-05-16,7,2,72,10,3,3,1
2023-05-17,8,2,65,11,4,3,2
2023-05-18,8,2,62,11,4,3,2
2023-05-19,7,2,64,10,4,3,2
2023-05-20,7,2,66,10,4,3,2
2023-05-21,7,2,77,10,4,3,2
2023-05-22,10,3,75,13,5,3,2
2023-05-23,10,2,65,14,3,4,1
2023-05-24,9,2,65,13,3,4,1
2023-05-25,9,3,69,13,4,4,1
2023-05-26,11,4,69,16,6,5,2
2023-05-27,10,2,66,14,4,4,2
2023-05-28,8,2,77,13,4,5,2
2023-05-29,10,3,83,14,5,4,2
2023-05-30,12,2,91,16,4,4,2
2023-05-31,11,3,92,15,5,4,2
2023-06-01,11,2,100,15,2,4,0
2023-06-02,11,4,87,14,5,3,1
2023-06-03,14,3,89,17,5,3,2
2023-06-04,14,3,94,19,4,5,1
2023-06-05,13,3,81,18,6,5,3
2023-06-06,11,2,80,16,4,5,2
2023-06-07,10,2,67,14,4,4,2
2023-06-08,8,3,54,12,5,4,2
2023-06-09,8,3,50,11,5,3,2
2023-06-10,8,4,48,11,5,3,1
2023-06-11,8,2,53,11,3,3,1
2023-06-12,8,2,56,11,4,3,2
2023-06-13,7,2,56,10,3,3,1
2023-06-14,7,4,47,11,5,4,1
2023-06-15,9,4,52,13,6,4,2
2023-06-16,9,4,49,13,5,4,1
2023-06-17,9,3,56,12,5,3,2
2023-06-18,10,3,56,13,4,3,1
2023-06-19,8,3,56,11,5,3,2
2020-04-01,0,0,8,0,0,0,0
2020-04-02,3,1,11,0,0,0,0
2020-04-03,3,1,7,0,0,0,0
2020-04-04,4,1,9,0,0,0,0
2020-04-05,3,1,10,0,0,0,0
2020-04-06,3,1,9,0,0,0,0
2020-04-07,4,1,11,0,0,0,0
2020-04-08,5,1,12,0,0,0,0
2020-04-09,5,1,12,0,0,0,0
2020-04-10,4,2,12,0,0,0,0
2020-04-11,4,1,12,0,0,0,0
2020-04-12,4,1,13,0,0,0,0
2020-04-13,3,1,13,0,0,0,0
2020-04-14,3,2,9,0,0,0,0
2020-04-15,3,2,9,0,0,0,0
2020-04-16,3,3,7,0,0,0,0
2020-04-17,3,3,10,0,0,0,0
2020-04-18,3,3,9,0,0,0,0
2020-04-19,4,4,9,0,0,0,0
2020-04-20,4,3,11,0,0,0,0
2020-04-21,4,3,13,0,0,0,0
2020-04-22,4,4,12,0,0,0,0
2020-04-23,3,3,11,0,0,0,0
2020-04-24,3,3,11,0,0,0,0
2020-04-25,3,2,12,0,0,0,0
2020-04-26,3,2,13,0,0,0,0
2020-04-27,2,1,10,0,0,0,0
2020-04-28,2,1,9,0,0,0,0
2020-04-29,2,1,10,0,0,0,0
2020-04-30,2,1,10,0,0,0,0
2020-05-01,2,1,11,2,1,0,0
2020-05-02,3,1,11,3,1,0,0
2020-05-03,3,1,11,3,1,0,0
2020-05-04,3,1,10,3,1,0,0
2020-05-05,2,1,9,3,1,1,0
2020-05-06,2,0,9,3,0,1,0
2020-05-07,2,0,8,3,0,1,0
2020-05-08,2,0,7,2,0,0,0
2020-05-09,2,0,7,2,0,0,0
2020-05-10,1,0,7,1,0,0,0
2020-05-11,1,0,7,1,0,0,0
2020-05-12,1,0,8,1,0,0,0
2020-05-13,1,1,7,1,1,0,0
2020-05-14,0,0,5,0,0,0,0
2020-05-15,0,0,5,0,0,0,0
2020-05-16,0,0,5,0,0,0,0
2020-05-17,0,0,3,0,0,0,0
2020-05-18,0,0,3,0,0,0,0
2020-05-19,0,0,3,0,0,0,0
2020-05-20,0,0,5,0,0,0,0
2020-05-21,0,0,5,0,0,0,0
2020-05-22,0,0,5,0,0,0,0
2020-05-23,0,0,5,0,0,0,0
2020-05-24,0,0,4,0,0,0,0
2020-05-25,0,0,6,0,0,0,0
2020-05-26,0,0,7,0,0,0,0
2020-05-27,0,0,4,0,0,0,0
2020-05-28,0,0,4,0,0,0,0
2020-05-29,0,0,4,0,0,0,0
2020-05-30,0,0,4,0,0,0,0
2020-05-31,0,0,3,0,0,0,0
2020-06-01,0,0,3,0,0,0,0
2020-06-02,0,0,5,0,0,0,0
2020-06-03,0,0,6,0,0,0,0
2020-06-04,0,0,4,0,0,0,0
2020-06-05,0,0,3,0,0,0,0
2020-06-06,0,0,3,0,0,0,0
2020-06-07,0,0,4,0,0,0,0
2020-06-08,0,0,4,0,0,0,0
2020-06-09,0,0,3,0,0,0,0
2020-06-10,0,0,3,0,0,0,0
2020-06-11,0,0,3,0,0,0,0
2020-06-12,0,0,4,0,0,0,0
2020-06-13,0,0,4,0,0,0,0
2020-06-14,0,0,4,0,0,0,0
2020-06-15,0,0,6,0,0,0,0
2020-06-16,0,0,6,0,0,0,0
2020-06-17,0,0,6,0,0,0,0
2020-06-18,0,0,8,0,0,0,0
2020-06-19,0,0,4,0,0,0,0
2020-06-20,0,0,4,0,0,0,0
2020-06-21,0,0,4,0,0,0,0
2020-06-22,0,0,6,0,0,0,0
2020-06-23,0,0,5,0,0,0,0
2020-06-24,0,0,4,0,0,0,0
2020-06-25,0,0,4,0,0,0,0
2020-06-26,0,0,4,0,0,0,0
2020-06-27,0,0,4,0,0,0,0
2020-06-28,0,0,3,0,0,0,0
2020-06-29,0,0,3,0,0,0,0
2020-06-30,0,0,0,0,0,0,0
2020-07-01,0,0,0,0,0,0,0
2020-07-02,0,0,2,0,0,0,0
2020-07-04,0,0,2,0,0,0,0
2020-07-05,0,0,2,0,0,0,0
2020-07-06,0,0,2,0,0,0,0
2020-07-07,0,0,2,0,0,0,0
2020-07-08,0,0,2,0,0,0,0
2020-07-09,1,0,3,1,0,0,0
2020-07-10,0,0,2,0,0,0,0
2020-07-11,0,0,2,0,0,0,0
2020-07-12,0,0,2,0,0,0,0
2020-07-13,0,0,4,0,0,0,0
2020-07-14,0,0,2,0,0,0,0
2020-07-15,0,0,0,0,0,0,0
2020-07-16,0,0,1,0,0,0,0
2020-07-17,0,0,1,0,0,0,0
2020-07-18,0,0,1,0,0,0,0
2020-07-19,0,0,0,0,0,0,0
2020-07-20,0,0,1,0,0,0,0
2020-07-21,0,0,2,0,0,0,0
2020-07-22,0,0,1,0,0,0,0
2020-07-23,0,0,1,0,0,0,0
2020-07-24,0,0,2,0,0,0,0
2020-07-25,0,0,2,0,0,0,0
2020-07-26,0,0,2,0,0,0,0
2020-07-27,0,0,2,0,0,0,0
2020-07-28,0,0,1,0,0,0,0
2020-07-29,0,0,2,0,0,0,0
2020-07-30,0,0,2,0,0,0,0
2020-07-31,0,0,2,0,0,0,0
2020-08-01,0,0,2,0,0,0,0
2020-08-02,0,0,2,0,0,0,0
2020-08-03,0,0,2,0,0,0,0
2020-08-04,0,0,1,0,0,0,0
2020-08-05,0,0,1,0,0,0,0
2020-08-06,0,0,1,0,0,0,0
2020-08-07,0,0,1,0,0,0,0
2020-08-08,0,0,1,0,0,0,0
2020-08-09,0,0,1,0,0,0,0
2020-08-10,0,0,1,0,0,0,0
2020-08-11,0,0,1,0,0,0,0
2020-08-12,0,0,1,0,0,0,0
2020-08-13,0,0,1,0,0,0,0
2020-08-14,0,0,1,0,0,0,0
2020-08-15,0,0,1,0,0,0,0
2020-08-16,0,0,1,0,0,0,0
2020-08-17,0,0,1,0,0,0,0
2020-08-18,0,0,1,0,0,0,0
2020-08-19,0,0,1,0,0,0,0
2020-08-20,0,0,1,0,0,0,0
2020-08-21,0,0,1,0,0,0,0
2020-08-22,0,0,1,0,0,0,0
2020-08-23,0,0,0,0,0,0,0
2020-08-24,0,0,0,0,0,0,0
2020-08-25,0,0,0,0,0,0,0
2020-08-26,0,0,0,0,0,0,0
2020-08-27,0,0,0,0,0,0,0
2020-08-28,0,0,0,0,0,0,0
2020-08-29,0,0,0,0,0,0,0
2020-08-30,0,0,0,0,0,0,0
2020-08-31,0,0,0,0,0,0,0
2020-09-01,0,0,0,0,0,0,0
2020-09-02,0,0,0,0,0,0,0
2020-09-03,0,0,0,0,0,0,0
2020-09-04,0,0,0,0,0,0,0
2020-09-05,0,0,0,0,0,0,0
2020-09-06,0,0,0,0,0,0,0
2020-09-07,0,0,0,0,0,0,0
2020-09-08,0,0,0,0,0,0,0
2020-09-09,0,0,0,0,0,0,0
2020-09-10,0,0,0,0,0,0,0
2020-09-11,0,0,0,0,0,0,0
2020-09-12,0,0,0,0,0,0,0
2020-09-13,0,0,0,0,0,0,0
2020-09-14,0,0,0,0,0,0,0
2020-09-15,0,0,2,0,0,0,0
2020-09-16,0,0,0,0,0,0,0
2020-09-17,0,0,0,0,0,0,0
2020-09-18,0,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0
2020-09-22,0,0,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,0,0
2020-09-27,0,0,0,0,0,0,0
2020-09-28,0,0,0,0,0,0,0
2020-09-29,0,0,2,0,0,0,0
2020-09-30,0,0,0,0,0,0,0
2020-10-01,0,0,0,0,0,0,0
2020-10-02,0,0,0,0,0,0,0
2020-10-03,0,0,0,0,0,0,0
2020-10-04,0,0,0,0,0,0,0
2020-10-05,0,0,1,0,0,0,0
2020-10-06,0,0,1,0,0,0,0
2020-10-07,0,0,1,0,0,0,0
2020-10-08,0,0,1,0,0,0,0
2020-10-09,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,0
2020-10-12,0,0,1,0,0,0,0
2020-10-13,0,0,0,0,0,0,0
2020-10-14,0,0,0,0,0,0,0
2020-10-15,0,0,0,0,0,0,0
2020-10-16,0,0,3,0,0,0,0
2020-10-17,0,0,0,0,0,0,0
2020-10-18,0,0,0,0,0,0,0
2020-10-19,0,0,0,0,0,0,0
2020-10-20,0,0,0,0,0,0,0
2020-10-21,0,0,0,0,0,0,0
2020-10-22,0,0,0,0,0,0,0
2020-10-23,0,0,0,0,0,0,0
2020-10-24,0,0,0,0,0,0,0
2020-10-25,0,0,1,0,0,0,0
2020-10-26,0,0,3,0,0,0,0
2020-10-27,0,0,2,0,0,0,0
2020-10-28,0,0,0,0,0,0,0
2020-10-29,0,0,0,0,0,0,0
2020-10-30,0,0,0,0,0,0,0
2020-10-31,0,0,0,0,0,0,0
2020-11-01,0,0,0,0,0,0,0
2020-11-02,0,0,1,0,0,0,0
2020-11-03,1,0,1,1,0,0,0
2020-11-04,0,0,1,1,0,1,0
2020-11-05,0,0,1,0,0,0,0
2020-11-06,0,0,1,0,0,0,0
2020-11-07,0,0,1,0,0,0,0
2020-11-08,0,0,1,0,0,0,0
2020-11-09,0,0,1,0,0,0,0
2020-11-10,0,0,1,0,0,0,0
2020-11-11,0,0,1,0,0,0,0
2020-11-12,0,0,0,0,0,0,0
2020-11-13,0,0,1,0,0,0,0
2020-11-14,1,0,2,1,0,0,0
2020-11-15,2,0,3,2,0,0,0
2020-11-16,1,0,3,1,0,0,0
2020-11-17,1,0,5,1,0,0,0
2020-11-18,1,0,4,1,0,0,0
2020-11-19,1,0,5,1,0,0,0
2020-11-20,2,0,6,2,0,0,0
2020-11-21,1,0,4,2,1,1,1
2020-11-22,3,0,5,4,1,1,1
2020-11-23,1,0,5,2,1,1,1
2020-11-24,0,0,6,1,1,1,1
2020-11-25,0,0,5,1,1,1,1
2020-11-26,0,0,5,1,1,1,1
2020-11-27,0,0,4,1,1,1,1
2020-11-28,0,0,4,1,0,1,0
2020-11-29,0,0,4,1,0,1,0
2020-11-30,1,0,5,2,0,1,0
2020-12-01,1,0,6,2,0,1,0
2020-12-02,1,0,7,1,0,0,0
2020-12-03,2,0,6,2,0,0,0
2020-12-04,2,0,5,2,0,0,0
2020-12-05,2,0,7,2,0,0,0
2020-12-06,2,0,6,2,0,0,0
2020-12-07,2,0,6,2,0,0,0
2020-12-08,2,0,6,2,0,0,0
2020-12-09,2,0,5,2,0,0,0
2020-12-10,0,0,4,0,0,0,0
2020-12-11,1,0,4,1,0,0,0
2020-12-12,0,0,4,0,0,0,0
2020-12-13,0,0,2,0,0,0,0
2020-12-14,0,0,2,0,0,0,0
2020-12-15,0,0,1,0,0,0,0
2020-12-16,0,0,1,0,0,0,0
2020-12-17,0,0,0,0,0,0,0
2020-12-18,0,0,0,0,0,0,0
2020-12-19,0,0,0,0,0,0,0
2020-12-20,0,0,0,0,0,0,0
2020-12-21,1,0,3,1,0,0,0
2020-12-22,1,0,2,1,0,0,0
2020-12-23,1,0,5,1,0,0,0
2020-12-24,3,0,5,3,0,0,0
2020-12-25,3,0,6,3,0,0,0
2020-12-26,3,0,6,3,0,0,0
2020-12-27,3,1,6,3,1,0,0
2020-12-28,4,1,11,4,1,0,0
2020-12-29,4,2,11,4,2,0,0
2020-12-30,3,2,6,3,2,0,0
2020-12-31,4,2,5,4,2,0,0
2021-01-01,4,2,6,4,2,0,0
2021-01-02,4,2,4,4,2,0,0
2021-01-03,3,2,8,3,2,0,0
2021-01-04,4,3,11,4,3,0,0
2021-01-05,4,3,10,4,3,0,0
2021-01-06,4,2,11,4,2,0,0
2021-01-07,5,2,10,5,2,0,0
2021-01-08,3,2,12,4,3,1,1
2021-01-09,5,3,15,5,3,0,0
2021-01-10,5,3,16,5,3,0,0
2021-01-11,5,2,17,5,2,0,0
2021-01-12,4,1,19,4,1,0,0
2021-01-13,4,2,19,4,2,0,0
2021-01-14,3,2,18,3,2,0,0
2021-01-15,2,1,17,2,1,0,0
2021-01-16,2,2,21,2,2,0,0
2021-01-17,1,1,21,1,1,0,0
2021-01-18,1,1,18,1,1,0,0
2021-01-19,1,1,16,1,1,0,0
2021-01-20,1,1,15,1,1,0,0
2021-01-21,1,1,12,1,1,0,0
